0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85
0,1,2,9,12,32,33,67,68,69,36,70,74,75,71,76,38,72,80,81,82,73,66,40,39,79,78,77,37,29,30,35,31,13,10,3,8,34,7,11,14,15,6,5,18,25,65,64,41,63,83,84,85,60,59,56,55,54,50,51,53,49,48,47,46,45,44,52,57,58,61,62,43,42,22,23,24,21,20,19,26,17,16,27,28,4
0,1,2,9,12,32,33,67,68,69,36,70,74,75,71,77,76,79,80,81,82,73,66,40,39,72,78,38,28,37,30,35,31,13,10,3,8,34,7,11,14,29,6,5,18,25,65,64,41,63,83,84,85,60,59,56,55,54,50,51,53,49,48,47,46,45,44,52,57,58,61,62,43,42,22,23,24,21,20,19,26,17,16,27,15,4
0,1,2,9,12,32,33,67,68,69,36,70,74,75,71,77,76,79,80,81,82,73,66,40,39,72,78,38,37,29,30,35,31,13,10,3,8,34,7,11,14,28,6,5,18,25,65,64,41,63,83,84,85,60,59,56,55,54,50,51,53,49,48,47,46,45,44,52,57,58,61,62,43,42,22,23,24,21,20,19,26,17,16,27,15,4
0,1,2,9,12,32,33,67,68,69,36,70,74,75,71,77,76,79,80,81,82,73,66,40,39,72,78,38,28,29,30,35,31,13,10,3,8,34,7,11,14,37,6,5,18,25,65,64,41,63,83,84,85,60,59,56,55,54,50,51,53,49,48,47,46,45,44,52,57,58,61,62,43,42,22,23,24,21,20,19,26,17,16,27,15,4
0,1,2,9,12,32,33,67,68,69,36,70,74,75,71,77,76,79,80,81,82,73,66,40,39,72,78,38,28,37,30,35,31,13,10,8,3,34,7,11,14,29,6,5,18,25,65,64,41,63,83,84,85,60,59,56,55,54,50,51,53,49,48,47,46,45,44,52,57,58,61,62,43,42,22,23,24,21,20,19,26,17,16,27,15,4
0,1,2,9,12,32,33,67,68,69,36,70,74,75,71,77,76,79,80,81,82,73,66,40,39,72,78,38,28,37,30,35,31,13,10,3,8,34,7,11,14,29,6,5,19,25,65,64,41,63,83,84,85,60,59,56,55,54,50,51,53,49,48,47,46,45,44,52,57,58,61,62,43,42,22,23,24,21,20,18,26,17,16,27,15,4
0,1,2,9,12,32,33,67,68,69,36,70,74,75,71,77,76,79,80,81,82,73,66,40,39,72,78,38,28,29,30,35,31,13,10,8,3,34,7,11,14,37,6,5,18,25,65,64,41,63,83,84,85,60,59,56,55,54,50,51,53,49,48,47,46,45,44,52,57,58,61,62,43,42,22,23,24,21,20,19,26,17,16,27,15,4
0,1,2,9,12,32,33,67,68,69,36,70,74,75,71,76,77,79,80,81,82,73,66,40,39,72,78,38,28,29,30,35,31,13,10,3,8,34,7,11,14,37,6,5,18,25,65,64,41,63,83,84,85,60,59,56,55,54,50,51,53,49,48,47,46,45,44,52,57,58,61,62,43,42,22,23,24,21,20,19,26,17,16,27,15,4
0,1,2,9,12,32,33,67,68,69,36,70,74,75,71,76,77,79,80,81,82,73,66,40,39,72,78,38,28,37,30,35,31,13,10,8,3,34,7,11,14,29,6,5,18,25,65,64,41,63,83,84,85,60,59,56,55,54,50,51,53,49,48,47,46,45,44,52,57,58,61,62,43,42,22,23,24,21,20,19,26,17,16,27,15,4
0,1,2,9,12,32,33,67,68,69,36,70,74,75,71,77,76,79,80,81,82,73,66,40,39,72,78,38,28,14,30,35,31,13,10,3,8,34,7,11,29,37,6,5,18,25,65,64,41,63,83,84,85,60,59,56,55,54,50,51,53,49,48,47,46,45,44,52,57,58,61,62,43,42,22,23,24,21,20,19,26,17,16,27,15,4
0,1,2,9,12,32,33,67,68,69,36,70,74,75,71,77,76,79,80,81,82,73,66,40,39,72,78,38,28,37,30,35,31,34,10,3,8,13,7,11,14,29,6,5,18,25,65,64,41,63,83,84,85,60,59,56,55,54,50,51,53,49,48,47,46,45,44,52,57,58,61,62,43,42,22,23,24,21,20,19,26,17,16,27,15,4
0,1,2,9,12,32,33,67,68,69,36,70,74,75,71,77,76,79,80,81,82,73,66,40,39,72,78,38,37,29,30,35,31,34,10,3,8,13,7,11,14,28,6,5,18,25,65,64,41,63,83,84,85,60,59,56,55,54,50,51,53,49,48,47,46,45,44,52,57,58,61,62,43,42,22,23,24,21,20,19,26,17,16,27,15,4
